ナンバーズ３４,データダウンロードサービス,http://toe.jp/numbers34/,,,,,,,,,,
回別,抽選日,当せん番号,ストレート口数,ストレート金額,ボックス口数,ボックス金額,セットストレート口数,セットストレート金額,セットボックス口数,セットボックス金額,ミニ口数,ミニ金額
第4636回,04/07(金),132,73,"80,700",671,"13,400",189,"47,000","1,237","6,700",445,"8,000"
第4635回,04/06(木),984,34,"137,800",354,"22,900",82,"80,300",825,"11,400",377,"13,700"
第4634回,04/05(水),374,128,"66,000",506,"11,000",302,"38,500",951,"5,500",713,"6,600"
第4633回,04/04(火),642,47,"85,800",622,"14,300",172,"50,000","1,263","7,100",391,"8,500"
第4632回,04/03(月),66,104,"87,600",381,"29,200",144,"58,400",455,"14,600",828,"8,700"
第4631回,03/31(金),226,75,"97,100",240,"32,300",196,"64,700",261,"16,100",403,"9,700"
第4630回,03/30(木),638,142,"56,700",525,"9,400",275,"33,000","1,000","4,700","1,649","5,600"
第4629回,03/29(水),53,34,"117,900",408,"19,600",127,"68,700",947,"9,800",540,"11,700"
第4628回,03/28(火),619,108,"66,200",516,"11,000",353,"38,600","1,130","5,500",365,"6,600"
第4627回,03/27(月),546,64,"102,400",637,"17,000",175,"59,700","1,017","8,500",556,"10,200"
第4626回,03/24(金),719,78,"95,700",401,"15,900",237,"55,800",764,"7,900",415,"9,500"
第4625回,03/23(木),405,65,"95,000",439,"15,800",216,"55,400",709,"7,900",394,"9,500"
第4624回,03/22(水),712,82,"63,300",795,"10,500",266,"36,900","1,840","5,200",427,"6,300"
第4623回,03/21(火),64,25,"161,100",281,"26,800",86,"93,900",623,"13,400",282,"16,100"
第4622回,03/20(月),164,92,"97,400",495,"16,200",195,"56,800",897,"8,100",434,"9,700"
第4621回,03/17(金),692,65,"105,200",443,"17,500",143,"61,300",972,"8,700",577,"10,500"
第4620回,03/16(木),101,88,"98,700",243,"32,900",165,"65,800",306,"16,400",353,"9,800"
第4619回,03/15(水),789,97,"77,500",538,"12,900",286,"45,200",902,"6,400",368,"7,700"
第4618回,03/14(火),101,70,"106,000",208,"35,300",161,"70,600",240,"17,600",435,"10,600"
第4617回,03/13(月),785,77,"104,900",655,"17,400",150,"61,100","1,284","8,700",419,"10,400"
第4616回,03/10(金),689,86,"82,900",542,"13,800",262,"48,300","1,043","6,900",507,"8,200"
第4615回,03/09(木),960,65,"114,600",420,"19,100",137,"66,800",787,"9,500",400,"11,400"
第4614回,03/08(水),959,53,"130,900",220,"43,600",111,"87,200",253,"21,800",412,"13,000"
第4613回,03/07(火),868,61,"112,600",198,"37,500",135,"75,000",280,"18,700",525,"11,200"
第4612回,03/06(月),226,150,"74,800",400,"24,900",280,"49,800",370,"12,400",623,"7,400"
第4611回,03/03(金),111,613,"58,200",0,0,0,0,0,0,775,"5,800"
第4610回,03/02(木),449,56,"133,100",168,"44,300",142,"88,700",217,"22,100",350,"13,300"
第4609回,03/01(水),157,75,"85,500",572,"14,200",243,"49,800","1,234","7,100",479,"8,500"
第4608回,02/28(火),788,56,"109,000",272,"36,300",117,"72,600",349,"18,100",666,"10,900"
第4607回,02/27(月),147,138,"64,200",894,"10,700",389,"37,400","1,659","5,300",773,"6,400"
第4606回,02/24(金),631,72,"100,300",563,"16,700",153,"58,500","1,236","8,300",486,"10,000"
第4605回,02/23(木),840,37,"136,800",395,"22,800",110,"79,800",832,"11,400",342,"13,600"
第4604回,02/22(水),893,65,"96,100",442,"16,000",243,"56,000",935,"8,000",432,"9,600"
第4603回,02/21(火),866,45,"119,000",237,"39,600",83,"79,300",266,"19,800",852,"11,900"
第4602回,02/20(月),890,89,"97,200",584,"16,200",253,"56,700","1,187","8,100",425,"9,700"
第4601回,02/17(金),15,65,"118,500",424,"19,700",135,"69,100",906,"9,800",472,"11,800"
第4600回,02/16(木),464,46,"149,600",174,"49,800",108,"99,700",256,"24,900",425,"14,900"
第4599回,02/15(水),89,42,"87,000",584,"14,500",218,"50,700","1,510","7,200",722,"8,700"
第4598回,02/14(火),27,45,"108,800",433,"18,100",135,"63,400",830,"9,000",538,"10,800"
第4597回,02/13(月),425,133,"75,600",650,"12,600",321,"44,100","1,140","6,300",558,"7,500"
第4596回,02/10(金),261,63,"94,700",579,"15,700",165,"55,200","1,187","7,800",407,"9,400"
第4595回,02/09(木),70,54,"136,600",177,"45,500",89,"91,000",248,"22,700",387,"13,600"
第4594回,02/08(水),828,105,"78,900",295,"26,300",205,"52,600",268,"13,100",960,"7,800"
第4593回,02/07(火),862,59,"98,800",542,"16,400",152,"57,600","1,189","8,200",278,"9,800"
第4592回,02/06(月),762,54,"107,800",658,"17,900",161,"62,800","1,159","8,900",575,"10,700"
第4591回,02/03(金),132,50,"91,200",817,"15,200",134,"53,200","1,487","7,600",379,"9,100"
第4590回,02/02(木),292,67,"100,200",244,"33,400",171,"66,800",337,"16,700",433,"10,000"
第4589回,02/01(水),906,94,"92,200",467,"15,300",228,"53,700",781,"7,600",471,"9,200"
第4588回,01/31(火),837,73,"83,500",502,"13,900",227,"48,700","1,020","6,900",634,"8,300"
第4587回,01/30(月),440,144,"105,300",291,"35,100",140,"70,200",329,"17,500",379,"10,500"
第4586回,01/27(金),132,46,"107,000",599,"17,800",121,"62,400","1,215","8,900",473,"10,700"
第4585回,01/26(木),852,51,"95,200",608,"15,800",141,"55,500","1,318","7,900",433,"9,500"
第4584回,01/25(水),644,59,"116,700",224,"38,900",127,"77,800",242,"19,400",675,"11,600"
第4583回,01/24(火),387,76,"92,200",381,"15,300",162,"53,700",784,"7,600",696,"9,200"
第4582回,01/23(月),857,71,"102,100",611,"17,000",165,"59,500","1,119","8,500",594,"10,200"
第4581回,01/20(金),859,75,"87,900",460,"14,600",231,"51,200",997,"7,300",534,"8,700"
第4580回,01/19(木),697,104,"79,000",411,"13,100",270,"46,000",867,"6,500",537,"7,900"
第4579回,01/18(水),745,50,"94,500",597,"15,700",185,"55,100","1,005","7,800",491,"9,400"
第4578回,01/17(火),649,49,"124,800",381,"20,800",104,"72,800",701,"10,400",507,"12,400"
第4577回,01/16(月),85,61,"147,000",442,"24,500",83,"85,700",805,"12,200",431,"14,700"
第4576回,01/13(金),211,134,"64,900",388,"21,600",237,"43,200",605,"10,800",749,"6,400"
第4575回,01/12(木),575,96,"101,200",217,"33,700",161,"67,400",249,"16,800",478,"10,100"
第4574回,01/11(水),694,88,"91,400",485,"15,200",214,"53,300",980,"7,600",423,"9,100"
第4573回,01/10(火),339,79,"99,400",270,"33,100",179,"66,200",259,"16,500",495,"9,900"
第4572回,01/09(月),76,78,"102,500",577,"17,000",176,"59,700","1,018","8,500",771,"10,200"
第4571回,01/06(金),714,126,"65,600",678,"10,900",344,"38,200","1,292","5,400",443,"6,500"
第4570回,01/05(木),387,66,"112,900",369,"18,800",135,"65,800",700,"9,400",624,"11,200"
第4569回,01/04(水),450,47,"119,500",544,"19,900",147,"69,700",843,"9,900",335,"11,900"
第4568回,2016/12/30(金),767,46,"134,200",237,"44,700",117,"89,400",308,"22,300",542,"13,400"
第4567回,12/29(木),415,125,"82,900",460,"13,800",275,"48,300",877,"6,900",424,"8,200"
第4566回,12/28(水),7,77,"95,000",377,"31,600",187,"63,300",337,"15,800",531,"9,500"
第4565回,12/27(火),837,50,"122,500",381,"20,400",120,"71,400",935,"10,200",497,"12,200"
第4564回,12/26(月),934,83,"100,200",572,"16,700",238,"58,400","1,156","8,300",694,"10,000"
第4563回,12/23(金),153,65,"100,300",574,"16,700",127,"58,500","1,208","8,300",364,"10,000"
第4562回,12/22(木),291,41,"103,000",520,"17,100",190,"60,000","1,224","8,500",360,"10,300"
第4561回,12/21(水),651,83,"81,500",582,"13,500",222,"47,500","1,068","6,700",869,"8,100"
第4560回,12/20(火),513,109,"71,900",627,"11,900",283,"41,900","1,198","5,900",436,"7,100"
第4559回,12/19(月),137,111,"74,800",887,"12,400",302,"43,600","1,609","6,200",790,"7,400"
第4558回,12/16(金),73,59,"113,800",473,"18,900",117,"66,300","1,161","9,400",461,"11,300"
第4557回,12/15(木),679,70,"103,400",405,"17,200",194,"60,300",805,"8,600",543,"10,300"
第4556回,12/14(水),915,103,"90,800",420,"15,100",190,"52,900",824,"7,500",363,"9,000"
第4555回,12/13(火),231,58,"95,200",589,"15,800",103,"55,500","1,210","7,900",340,"9,500"
第4554回,12/12(月),687,98,"89,000",580,"14,800",286,"51,900",968,"7,400",400,"8,900"
第4553回,12/09(金),721,287,"37,600","1,009","6,200",566,"21,900","1,978","3,100",452,"3,700"
第4552回,12/08(木),87,47,"117,200",377,"19,500",136,"68,300",772,"9,700",462,"11,700"
第4551回,12/07(水),367,100,"89,000",453,"14,800",197,"51,900",725,"7,400",479,"8,900"
第4550回,12/06(火),699,82,"107,600",189,"35,800",131,"71,700",223,"17,900",418,"10,700"
第4549回,12/05(月),43,63,"131,400",491,"21,900",95,"76,600",850,"10,900",587,"13,100"
第4548回,12/02(金),336,130,"70,400",349,"23,400",257,"46,900",291,"11,700",501,"7,000"
第4547回,12/01(木),939,130,"84,600",230,"28,200",163,"56,400",239,"14,100",587,"8,400"
第4546回,11/30(水),628,91,"78,200",492,"13,000",263,"45,600",899,"6,500",543,"7,800"
第4545回,11/29(火),217,110,"55,000",785,"9,100",318,"32,000","1,667","4,500",427,"5,500"
第4544回,11/28(月),90,120,"80,400",420,"26,800",195,"53,600",434,"13,400",532,"8,000"
第4543回,11/25(金),609,63,"103,300",414,"17,200",181,"60,200",757,"8,600",449,"10,300"
第4542回,11/24(木),839,54,"87,300",445,"14,500",144,"50,900","1,160","7,200",484,"8,700"
第4541回,11/23(水),850,51,"108,900",309,"18,100",137,"63,500",791,"9,000",420,"10,800"
第4540回,11/22(火),325,179,"65,600",402,"10,900",259,"38,200",777,"5,400",413,"6,500"
第4539回,11/21(月),722,110,"76,800",361,"25,600",237,"51,200",401,"12,800",780,"7,600"
第4538回,11/18(金),281,72,"91,900",513,"15,300",150,"53,600","1,167","7,600",474,"9,100"
第4537回,11/17(木),899,49,"110,000",227,"36,600",124,"73,300",240,"18,300",640,"11,000"
第4536回,11/16(水),396,77,"72,800",652,"12,100",228,"42,400","1,326","6,000",490,"7,200"
第4535回,11/15(火),697,44,"119,000",357,"19,800",137,"69,400",711,"9,900",378,"11,900"
第4534回,11/14(月),244,91,"93,100",289,"31,000",174,"62,000",334,"15,500",846,"9,300"
第4533回,11/11(金),623,82,"77,300",568,"12,800",267,"45,000",987,"6,400",416,"7,700"
第4532回,11/10(木),526,96,"84,000",415,"14,000",227,"49,000",783,"7,000",417,"8,400"
第4531回,11/09(水),687,36,"119,400",397,"19,900",131,"69,600",743,"9,900",398,"11,900"
第4530回,11/08(火),994,43,"137,500",177,"45,800",97,"91,600",201,"22,900",422,"13,700"
第4529回,11/07(月),721,174,"52,600","1,023","8,700",486,"30,600","1,713","4,300",525,"5,200"
第4528回,11/04(金),971,52,"115,700",476,"19,200",132,"67,400",907,"9,600",348,"11,500"
第4527回,11/03(木),306,120,"68,400",425,"11,400",302,"39,900",836,"5,700",419,"6,800"
第4526回,11/02(水),215,108,"85,700",478,"14,200",201,"49,900",920,"7,100",389,"8,500"
第4525回,11/01(火),643,63,"101,800",435,"16,900",149,"59,300",918,"8,400",408,"10,100"
第4524回,10/31(月),485,83,"103,300",554,"17,200",165,"60,200","1,011","8,600",519,"10,300"
第4523回,10/28(金),568,84,"79,900",495,"13,300",247,"46,600",883,"6,600",543,"7,900"
第4522回,10/27(木),640,53,"105,900",471,"17,600",174,"61,700",843,"8,800",302,"10,500"
第4521回,10/26(水),90,81,"84,000",323,"28,000",177,"56,000",405,"14,000",510,"8,400"
第4520回,10/25(火),111,342,"86,300",0,0,0,0,0,0,580,"8,600"
第4519回,10/24(月),217,149,"69,500",674,"11,500",301,"40,500","1,295","5,700",623,"6,900"
第4518回,10/21(金),471,72,"70,700",780,"11,700",273,"41,200","1,583","5,800",283,"7,000"
第4517回,10/20(木),693,54,"80,400",630,"13,400",194,"46,900","1,338","6,700",511,"8,000"
第4516回,10/19(水),774,66,"112,900",215,"37,600",124,"75,200",259,"18,800",525,"11,200"
第4515回,10/18(火),410,71,"87,000",534,"14,500",208,"50,700","1,009","7,200",340,"8,700"
第4514回,10/17(月),946,67,"111,900",508,"18,600",176,"65,200",973,"9,300",506,"11,100"
第4513回,10/14(金),271,55,"79,200",691,"13,200",259,"46,200","1,421","6,600",444,"7,900"
第4512回,10/13(木),662,39,"140,000",171,"46,600",89,"93,300",224,"23,300",437,"14,000"
第4511回,10/12(水),829,83,"78,000",468,"13,000",224,"45,500","1,101","6,500",522,"7,800"
第4510回,10/11(火),480,49,"133,100",313,"22,100",95,"77,600",652,"11,000",274,"13,300"
第4509回,10/10(月),657,66,"108,700",520,"18,100",135,"63,400",908,"9,000",464,"10,800"
第4508回,10/07(金),316,123,"68,800",596,"11,400",293,"40,100","1,124","5,700",443,"6,800"
第4507回,10/06(木),787,84,"85,600",289,"28,500",180,"57,000",330,"14,200",501,"8,500"
第4506回,10/05(水),861,57,"95,700",501,"15,900",152,"55,800","1,296","7,900",273,"9,500"
第4505回,10/04(火),167,64,"92,100",458,"15,300",190,"53,700",834,"7,600",429,"9,200"
第4504回,10/03(月),636,78,"118,900",273,"39,600",106,"79,200",284,"19,800",582,"11,800"
第4503回,09/30(金),719,84,"79,300",509,"13,200",282,"46,200",885,"6,600",545,"7,900"
第4502回,09/29(木),161,63,"96,300",267,"32,100",146,"64,200",394,"16,000",381,"9,600"
第4501回,09/28(水),139,73,"90,300",492,"15,000",158,"52,600","1,004","7,500",500,"9,000"
第4500回,09/27(火),237,70,"82,400",516,"13,700",195,"48,000","1,155","6,800",399,"8,200"
第4499回,09/26(月),545,68,"126,700",251,"42,200",127,"84,400",228,"21,100",539,"12,600"
第4498回,09/23(金),947,55,"117,000",380,"19,500",133,"68,200",760,"9,700",487,"11,700"
第4497回,09/22(木),373,73,"101,800",197,"33,900",148,"67,800",245,"16,900",241,"10,100"
第4496回,09/21(水),211,74,"90,600",264,"30,200",144,"60,400",400,"15,100",598,"9,000"
第4495回,09/20(火),401,76,"86,600",353,"14,400",173,"50,500",845,"7,200",354,"8,600"
第4494回,09/19(月),470,65,"104,500",504,"17,400",156,"60,900",981,"8,700",355,"10,400"
第4493回,09/16(金),804,54,"110,600",409,"18,400",176,"64,500",688,"9,200",402,"11,000"
第4492回,09/15(木),53,56,"101,200",386,"16,800",121,"59,000",941,"8,400",685,"10,100"
第4491回,09/14(水),927,89,"76,000",469,"12,600",262,"44,300",973,"6,300",486,"7,600"
第4490回,09/13(火),437,41,"104,400",435,"17,400",146,"60,900",956,"8,700",287,"10,400"
第4489回,09/12(月),450,71,"113,100",469,"18,800",178,"65,900",829,"9,400",398,"11,300"
第4488回,09/09(金),879,66,"88,400",516,"14,700",190,"51,500",928,"7,300",648,"8,800"
第4487回,09/08(木),346,49,"101,500",377,"16,900",162,"59,200",885,"8,400",442,"10,100"
第4486回,09/07(水),701,71,"92,000",462,"15,300",182,"53,600",908,"7,600",406,"9,200"
第4485回,09/06(火),509,71,"82,700",417,"13,700",222,"48,200",925,"6,800",546,"8,200"
第4484回,09/05(月),337,197,"76,800",322,"25,600",215,"51,200",325,"12,800",488,"7,600"
第4483回,09/02(金),284,54,"101,500",521,"16,900",153,"59,200","1,057","8,400",425,"10,100"
第4482回,09/01(木),54,56,"113,000",381,"18,800",124,"65,900",782,"9,400",524,"11,300"
第4481回,08/31(水),103,80,"81,900",506,"13,600",275,"47,700",976,"6,800",387,"8,100"
第4480回,08/30(火),988,59,"112,800",182,"37,600",113,"75,200",275,"18,800",493,"11,200"
第4479回,08/29(月),595,59,"142,900",209,"47,600",117,"95,200",298,"23,800",330,"14,200"
第4478回,08/26(金),100,189,"51,500",380,"17,100",285,"34,300",534,"8,500",972,"5,100"
第4477回,08/25(木),111,459,"68,000",0,0,0,0,0,0,656,"6,800"
第4476回,08/24(水),431,56,"103,800",415,"17,300",116,"60,500","1,026","8,600",554,"10,300"
第4475回,08/23(火),695,84,"96,100",416,"16,000",164,"56,000",818,"8,000",349,"9,600"
第4474回,08/22(月),621,121,"72,900",669,"12,100",284,"42,500","1,241","6,000",441,"7,200"
第4473回,08/19(金),768,44,"131,100",353,"21,800",146,"76,400",642,"10,900",407,"13,100"
第4472回,08/18(木),142,59,"100,800",500,"16,800",124,"58,800","1,039","8,400",422,"10,000"
第4471回,08/17(水),1,39,"155,800",167,"51,900",84,"103,800",277,"25,900",306,"15,500"
第4470回,08/16(火),773,178,"70,700",238,"23,500",215,"47,100",302,"11,700",431,"7,000"
第4469回,08/15(月),367,89,"88,700",603,"14,700",268,"51,700",966,"7,300",390,"8,800"
第4468回,08/12(金),377,73,"88,200",221,"29,400",148,"58,800",327,"14,700",940,"8,800"
第4467回,08/11(木),67,50,"110,300",353,"18,300",148,"64,300",714,"9,100",313,"11,000"
第4466回,08/10(水),472,69,"86,300",524,"14,300",182,"50,300","1,132","7,100",447,"8,600"
第4465回,08/09(火),58,45,"113,900",382,"18,900",127,"66,400",770,"9,400",339,"11,300"
第4464回,08/08(月),682,58,"98,100",663,"16,300",136,"57,200","1,416","8,100",400,"9,800"
第4463回,08/05(金),623,108,"68,700",571,"11,400",298,"40,000","1,026","5,700",527,"6,800"
第4462回,08/04(木),867,42,"127,100",300,"21,100",148,"74,100",623,"10,500",376,"12,700"
第4461回,08/03(水),308,103,"62,900",661,"10,400",311,"36,600","1,414","5,200",392,"6,200"
第4460回,08/02(火),206,57,"101,400",401,"16,900",187,"59,100",769,"8,400",305,"10,100"
第4459回,08/01(月),806,76,"105,000",493,"17,500",210,"61,200",777,"8,700",440,"10,500"
第4458回,07/29(金),532,71,"99,200",478,"16,500",140,"57,800","1,097","8,200",455,"9,900"
第4457回,07/28(木),47,50,"111,100",396,"18,500",136,"64,800",852,"9,200",407,"11,100"
第4456回,07/27(水),52,53,"113,200",342,"18,800",131,"66,000",735,"9,400",650,"11,300"
第4455回,07/26(火),356,81,"95,800",375,"15,900",184,"55,800",738,"7,900",339,"9,500"
第4454回,07/25(月),97,54,"131,100",441,"21,800",135,"76,400",906,"10,900",386,"13,100"
第4453回,07/22(金),141,86,"89,100",298,"29,700",147,"59,400",446,"14,800",419,"8,900"
第4452回,07/21(木),95,68,"95,900",445,"15,900",152,"55,900","1,013","7,900",401,"9,500"
第4451回,07/20(水),451,45,"105,100",402,"17,500",173,"61,300",866,"8,700",429,"10,500"
第4450回,07/19(火),804,97,"82,500",343,"13,700",230,"48,100",637,"6,800",448,"8,200"
第4449回,07/18(月),914,106,"88,800",487,"14,800",243,"51,800",823,"7,400",387,"8,800"
第4448回,07/15(金),292,49,"106,900",270,"35,600",137,"71,200",377,"17,800",431,"10,600"
第4447回,07/14(木),1,40,"136,600",183,"45,500",95,"91,000",287,"22,700",338,"13,600"
第4446回,07/13(水),291,88,"83,300",451,"13,800",202,"48,500","1,028","6,900",412,"8,300"
第4445回,07/12(火),716,117,"75,000",423,"12,500",255,"43,700",787,"6,200",449,"7,500"
第4444回,07/11(月),826,132,"77,600",638,"12,900",291,"45,200","1,116","6,400",522,"7,700"
第4443回,07/08(金),443,66,"105,600",244,"35,200",175,"70,400",287,"17,600",333,"10,500"
第4442回,07/07(木),3,44,"131,900",208,"43,900",110,"87,900",278,"21,900",365,"13,100"
第4441回,07/06(水),510,99,"87,400",420,"14,500",225,"50,900",905,"7,200",386,"8,700"
第4440回,07/05(火),514,122,"76,800",425,"12,800",245,"44,800",875,"6,400",409,"7,600"
第4439回,07/04(月),728,162,"62,800",684,"10,400",428,"36,600","1,145","5,200",544,"6,200"
第4438回,07/01(金),958,57,"108,400",460,"18,000",141,"63,200","1,042","9,000",416,"10,800"
第4437回,06/30(木),602,65,"113,500",360,"18,900",163,"66,200",739,"9,400",395,"11,300"
第4436回,06/29(水),748,97,"78,500",462,"13,000",271,"45,700",915,"6,500",535,"7,800"
第4435回,06/28(火),546,59,"87,000",532,"14,500",207,"50,700",978,"7,200",425,"8,700"
第4434回,06/27(月),440,151,"74,500",396,"24,800",280,"49,600",444,"12,400",427,"7,400"
第4433回,06/24(金),88,69,"86,600",335,"28,800",154,"57,700",441,"14,400",734,"8,600"
第4432回,06/23(木),693,55,"84,400",595,"14,000",193,"49,200","1,408","7,000",304,"8,400"
第4431回,06/22(水),125,107,"74,800",471,"12,400",285,"43,600",914,"6,200",434,"7,400"
第4430回,06/21(火),615,119,"72,100",472,"12,000",278,"42,000",818,"6,000",508,"7,200"
第4429回,06/20(月),724,120,"75,800",709,"12,600",291,"44,200","1,264","6,300",617,"7,500"
第4428回,06/17(金),63,84,"95,900",510,"15,900",138,"55,900","1,102","7,900",614,"9,500"
第4427回,06/16(木),370,57,"107,600",431,"17,900",149,"62,700",986,"8,900",340,"10,700"
第4426回,06/15(水),742,80,"80,800",636,"13,400",173,"47,100","1,394","6,700",590,"8,000"
第4425回,06/14(火),543,61,"94,600",489,"15,700",137,"55,100","1,042","7,800",344,"9,400"
第4424回,06/13(月),244,67,"112,300",245,"37,400",129,"74,800",284,"18,700",675,"11,200"
第4423回,06/10(金),809,110,"61,100",500,"10,100",380,"35,600","1,178","5,000",638,"6,100"
第4422回,06/09(木),355,59,"108,900",219,"36,300",103,"72,600",255,"18,100",571,"10,800"
第4421回,06/08(水),262,81,"98,200",242,"32,700",129,"65,400",349,"16,300",394,"9,800"
第4420回,06/07(火),34,38,"132,100",278,"22,000",109,"77,000",585,"11,000",467,"13,200"
第4419回,06/06(月),617,129,"81,200",486,"13,500",282,"47,300",807,"6,700",749,"8,100"
第4418回,06/03(金),93,54,"120,400",389,"20,000",127,"70,200",839,"10,000",399,"12,000"
第4417回,06/02(木),256,123,"85,600",398,"14,200",174,"49,900",838,"7,100",409,"8,500"
第4416回,06/01(水),658,63,"87,900",504,"14,600",217,"51,200","1,055","7,300",499,"8,700"
第4415回,05/31(火),397,100,"90,500",419,"15,000",169,"52,700",866,"7,500",326,"9,000"
第4414回,05/30(月),921,126,"82,000",600,"13,600",227,"47,800","1,159","6,800",468,"8,200"
第4413回,05/27(金),271,56,"84,400",617,"14,000",191,"49,200","1,399","7,000",320,"8,400"
